comp,power,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
trio-core,naked,50,4,pack,300,200,1.000,0.000,0.000,0.899,6.2,0.00,0.101,1.000,1.740
trio-core,naked,50,4,boss,180,200,1.000,0.000,0.000,0.965,13.7,0.00,0.035,1.000,1.779
trio-core,naked,50,4,boss,300,200,1.000,0.000,0.000,0.952,13.6,0.00,0.048,1.000,1.771
trio-core,naked,50,5,solo,180,200,1.000,0.000,0.000,0.932,3.6,0.00,0.068,1.000,1.759
trio-core,naked,50,5,solo,300,200,1.000,0.000,0.000,0.931,3.6,0.00,0.069,1.000,1.759
trio-core,naked,50,5,pack,180,200,1.000,0.000,0.000,0.991,15.5,0.00,0.009,1.000,1.795
trio-core,naked,50,5,pack,300,200,1.000,0.000,0.000,0.991,15.5,0.00,0.009,1.000,1.795
trio-core,naked,50,5,boss,180,200,0.835,0.000,0.165,0.783,41.7,0.91,0.346,0.999,1.394
trio-core,naked,50,5,boss,300,200,0.820,0.000,0.180,0.759,37.5,0.97,0.378,0.998,1.357
trio-core,naked,50,6,solo,180,200,1.000,0.000,0.000,0.931,9.7,0.00,0.069,1.000,1.759
trio-core,naked,50,6,solo,300,200,1.000,0.000,0.000,0.937,9.7,0.00,0.063,1.000,1.762
trio-core,naked,50,6,pack,180,200,0.590,0.000,0.410,0.944,35.7,1.23,0.443,0.901,1.042
trio-core,naked,50,6,pack,300,200,0.550,0.000,0.450,0.945,35.8,1.35,0.480,0.890,0.972
trio-core,naked,50,6,boss,180,200,0.080,0.010,0.910,0.733,69.7,2.79,0.937,0.971,0.131
trio-core,naked,50,6,boss,300,200,0.100,0.000,0.900,0.698,71.4,2.76,0.930,0.966,0.162
trio-core,naked,50,7,solo,180,200,1.000,0.000,0.000,0.910,28.5,0.00,0.090,1.000,1.746
trio-core,naked,50,7,solo,300,200,1.000,0.000,0.000,0.915,28.4,0.00,0.085,1.000,1.749
trio-core,naked,50,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.594,0.000
trio-core,naked,50,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.601,0.000
trio-core,naked,50,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.562,0.000
trio-core,naked,50,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.562,0.000
trio-core,naked,50,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.650,0.000
trio-core,naked,50,8,solo,300,200,0.005,0.000,0.995,0.324,73.5,3.00,0.998,0.667,0.007
trio-core,naked,50,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.574,0.000
trio-core,naked,50,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.576,0.000
trio-core,naked,50,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.579,0.000
trio-core,naked,50,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.576,0.000
trio-core,geared,1,1,solo,180,200,1.000,0.000,0.000,0.984,1.6,0.00,0.016,1.000,1.498
trio-core,geared,1,1,solo,300,200,1.000,0.000,0.000,0.982,1.8,0.00,0.018,1.000,1.497
trio-core,geared,1,1,pack,180,200,1.000,0.000,0.000,0.918,12.6,0.00,0.082,1.000,1.465
trio-core,geared,1,1,pack,300,200,1.000,0.000,0.000,0.921,12.5,0.00,0.079,1.000,1.466
trio-core,geared,1,1,boss,180,200,1.000,0.000,0.000,0.955,27.6,0.00,0.045,0.999,1.483
trio-core,geared,1,1,boss,300,200,1.000,0.000,0.000,0.954,27.8,0.00,0.046,0.998,1.483
trio-core,geared,1,2,solo,180,200,1.000,0.000,0.000,0.902,5.4,0.00,0.098,1.000,1.457
trio-core,geared,1,2,solo,300,200,1.000,0.000,0.000,0.903,5.4,0.00,0.097,1.000,1.458
trio-core,geared,1,2,pack,180,200,1.000,0.000,0.000,0.940,28.0,0.00,0.060,1.000,1.476
trio-core,geared,1,2,pack,300,200,1.000,0.000,0.000,0.937,28.0,0.00,0.063,1.000,1.474
trio-core,geared,1,2,boss,180,200,1.000,0.000,0.000,0.868,55.3,0.00,0.132,0.998,1.440
trio-core,geared,1,2,boss,300,200,1.000,0.000,0.000,0.870,55.4,0.00,0.130,0.997,1.441
trio-core,geared,1,3,solo,180,200,1.000,0.000,0.000,0.944,15.2,0.00,0.056,1.000,1.478
trio-core,geared,1,3,solo,300,200,1.000,0.000,0.000,0.949,15.3,0.00,0.051,1.000,1.480
trio-core,geared,1,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.411,0.000
trio-core,geared,1,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.407,0.000
trio-core,geared,1,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.429,0.000
trio-core,geared,1,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.436,0.000
trio-core,geared,1,4,solo,180,200,0.035,0.000,0.965,0.379,31.0,2.94,0.987,0.462,0.042
trio-core,geared,1,4,solo,300,200,0.010,0.000,0.990,0.710,32.8,2.98,0.993,0.466,0.014
trio-core,geared,1,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.399,0.000
trio-core,geared,1,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.393,0.000
trio-core,geared,1,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.434,0.000
trio-core,geared,1,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.432,0.000
trio-core,geared,1,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.472,0.000
trio-core,geared,1,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.467,0.000
trio-core,geared,1,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.466,0.000
trio-core,geared,1,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.470,0.000
trio-core,geared,1,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.313,0.000
trio-core,geared,1,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.330,0.000
trio-core,geared,1,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.348,0.000
trio-core,geared,1,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.341,0.000
trio-core,geared,1,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.340,0.000
trio-core,geared,1,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.349,0.000
trio-core,geared,1,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.347,0.000
trio-core,geared,1,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.352,0.000
trio-core,geared,1,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.334,0.000
trio-core,geared,1,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.330,0.000
trio-core,geared,1,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.330,0.000
trio-core,geared,1,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.330,0.000
trio-core,geared,1,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.326,0.000
trio-core,geared,1,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.333,0.000
trio-core,geared,1,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.336,0.000
trio-core,geared,1,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.326,0.000
trio-core,geared,1,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.326,0.000
trio-core,geared,1,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.333,0.000
trio-core,geared,1,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.328,0.000
trio-core,geared,1,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.330,0.000
trio-core,geared,5,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-core,geared,5,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-core,geared,5,1,pack,180,200,1.000,0.000,0.000,0.942,5.2,0.00,0.058,1.000,1.500
trio-core,geared,5,1,pack,300,200,1.000,0.000,0.000,0.944,5.1,0.00,0.056,1.000,1.501
trio-core,geared,5,1,boss,180,200,1.000,0.000,0.000,0.906,11.3,0.00,0.094,1.000,1.482
trio-core,geared,5,1,boss,300,200,1.000,0.000,0.000,0.910,11.3,0.00,0.090,1.000,1.484
trio-core,geared,5,2,solo,180,200,1.000,0.000,0.000,0.966,2.1,0.00,0.034,1.000,1.513
trio-core,geared,5,2,solo,300,200,1.000,0.000,0.000,0.967,2.1,0.00,0.033,1.000,1.513
trio-core,geared,5,2,pack,180,200,1.000,0.000,0.000,0.998,14.1,0.00,0.002,1.000,1.529
trio-core,geared,5,2,pack,300,200,1.000,0.000,0.000,0.998,14.0,0.00,0.002,1.000,1.529
trio-core,geared,5,2,boss,180,200,1.000,0.000,0.000,0.941,26.9,0.00,0.059,0.998,1.500
trio-core,geared,5,2,boss,300,200,1.000,0.000,0.000,0.947,27.4,0.00,0.053,0.999,1.503
trio-core,geared,5,3,solo,180,200,1.000,0.000,0.000,0.917,6.0,0.00,0.083,1.000,1.488
trio-core,geared,5,3,solo,300,200,1.000,0.000,0.000,0.916,6.0,0.00,0.084,1.000,1.487
trio-core,geared,5,3,pack,180,200,0.930,0.020,0.050,0.751,28.6,0.62,0.298,0.755,1.305
trio-core,geared,5,3,pack,300,200,0.975,0.005,0.020,0.761,28.7,0.52,0.257,0.801,1.373
trio-core,geared,5,3,boss,180,200,0.725,0.055,0.220,0.733,84.8,1.13,0.448,0.992,1.010
trio-core,geared,5,3,boss,300,200,0.830,0.000,0.170,0.756,94.0,0.93,0.373,0.996,1.167
trio-core,geared,5,4,solo,180,200,1.000,0.000,0.000,0.941,16.3,0.00,0.059,1.000,1.500
trio-core,geared,5,4,solo,300,200,1.000,0.000,0.000,0.934,16.3,0.00,0.066,1.000,1.496
trio-core,geared,5,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.426,0.000
trio-core,geared,5,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.428,0.000
trio-core,geared,5,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.384,0.000
trio-core,geared,5,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.383,0.000
trio-core,geared,5,5,solo,180,200,0.005,0.000,0.995,0.324,32.1,3.00,0.998,0.510,0.006
trio-core,geared,5,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.502,0.000
trio-core,geared,5,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.447,0.000
trio-core,geared,5,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.447,0.000
trio-core,geared,5,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.432,0.000
trio-core,geared,5,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.425,0.000
trio-core,geared,5,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.502,0.000
trio-core,geared,5,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.498,0.000
trio-core,geared,5,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.495,0.000
trio-core,geared,5,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.498,0.000
trio-core,geared,5,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.310,0.000
trio-core,geared,5,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.307,0.000
trio-core,geared,5,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.344,0.000
trio-core,geared,5,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.352,0.000
trio-core,geared,5,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.340,0.000
trio-core,geared,5,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.357,0.000
trio-core,geared,5,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,geared,5,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.332,0.000
trio-core,geared,5,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.328,0.000
trio-core,geared,5,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,geared,5,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.333,0.000
trio-core,geared,5,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.333,0.000
trio-core,geared,5,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.333,0.000
trio-core,geared,5,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.334,0.000
trio-core,geared,10,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-core,geared,10,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-core,geared,10,1,pack,180,200,1.000,0.000,0.000,0.962,4.0,0.00,0.038,1.000,1.540
trio-core,geared,10,1,pack,300,200,1.000,0.000,0.000,0.961,4.0,0.00,0.039,1.000,1.540
trio-core,geared,10,1,boss,180,200,1.000,0.000,0.000,0.958,6.7,0.00,0.042,1.000,1.538
trio-core,geared,10,1,boss,300,200,1.000,0.000,0.000,0.958,6.7,0.00,0.042,1.000,1.538
trio-core,geared,10,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-core,geared,10,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-core,geared,10,2,pack,180,200,1.000,0.000,0.000,0.905,6.4,0.00,0.095,1.000,1.511
trio-core,geared,10,2,pack,300,200,1.000,0.000,0.000,0.905,6.4,0.00,0.095,1.000,1.511
trio-core,geared,10,2,boss,180,200,1.000,0.000,0.000,0.948,13.9,0.00,0.052,1.000,1.533
trio-core,geared,10,2,boss,300,200,1.000,0.000,0.000,0.938,13.8,0.00,0.062,1.000,1.528
trio-core,geared,10,3,solo,180,200,1.000,0.000,0.000,0.927,3.1,0.00,0.073,1.000,1.522
trio-core,geared,10,3,solo,300,200,1.000,0.000,0.000,0.925,3.2,0.00,0.075,1.000,1.521
trio-core,geared,10,3,pack,180,200,1.000,0.000,0.000,0.986,16.0,0.00,0.014,1.000,1.553
trio-core,geared,10,3,pack,300,200,1.000,0.000,0.000,0.986,16.0,0.00,0.014,1.000,1.553
trio-core,geared,10,3,boss,180,200,1.000,0.000,0.000,0.925,32.8,0.05,0.075,1.000,1.521
trio-core,geared,10,3,boss,300,200,1.000,0.000,0.000,0.922,34.1,0.09,0.078,0.998,1.519
trio-core,geared,10,4,solo,180,200,1.000,0.000,0.000,0.940,8.1,0.00,0.060,1.000,1.529
trio-core,geared,10,4,solo,300,200,1.000,0.000,0.000,0.942,8.1,0.00,0.058,1.000,1.530
trio-core,geared,10,4,pack,180,200,0.095,0.085,0.820,0.527,32.7,2.71,0.941,0.389,0.125
trio-core,geared,10,4,pack,300,200,0.105,0.025,0.870,0.703,32.0,2.71,0.921,0.445,0.148
trio-core,geared,10,4,boss,180,200,0.070,0.000,0.930,0.700,62.6,2.83,0.951,0.896,0.098
trio-core,geared,10,4,boss,300,200,0.060,0.000,0.940,0.613,83.2,2.87,0.963,0.889,0.082
trio-core,geared,10,5,solo,180,200,0.995,0.000,0.005,0.870,20.6,0.03,0.135,0.995,1.485
trio-core,geared,10,5,solo,300,200,1.000,0.000,0.000,0.859,21.0,0.00,0.141,1.000,1.487
trio-core,geared,10,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.442,0.000
trio-core,geared,10,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.446,0.000
trio-core,geared,10,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.487,0.000
trio-core,geared,10,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.477,0.000
trio-core,geared,10,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.535,0.000
trio-core,geared,10,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.531,0.000
trio-core,geared,10,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.517,0.000
trio-core,geared,10,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.509,0.000
trio-core,geared,10,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.416,0.000
trio-core,geared,10,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.415,0.000
trio-core,geared,10,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.389,0.000
trio-core,geared,10,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.401,0.000
trio-core,geared,10,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.385,0.000
trio-core,geared,10,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.392,0.000
trio-core,geared,10,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.365,0.000
trio-core,geared,10,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.362,0.000
trio-core,geared,10,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.348,0.000
trio-core,geared,10,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.350,0.000
trio-core,geared,10,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.346,0.000
trio-core,geared,10,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.354,0.000
trio-core,geared,10,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.331,0.000
trio-core,geared,10,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.344,0.000
trio-core,geared,20,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-core,geared,20,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-core,geared,20,1,pack,180,200,1.000,0.000,0.000,0.999,0.2,0.00,0.001,1.000,1.619
trio-core,geared,20,1,pack,300,200,1.000,0.000,0.000,0.999,0.3,0.00,0.001,1.000,1.619
trio-core,geared,20,1,boss,180,200,1.000,0.000,0.000,0.981,3.9,0.00,0.019,1.000,1.610
trio-core,geared,20,1,boss,300,200,1.000,0.000,0.000,0.981,3.9,0.00,0.019,1.000,1.610
trio-core,geared,20,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-core,geared,20,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-core,geared,20,2,pack,180,200,1.000,0.000,0.000,0.966,3.8,0.00,0.034,1.000,1.602
trio-core,geared,20,2,pack,300,200,1.000,0.000,0.000,0.966,3.8,0.00,0.034,1.000,1.602
trio-core,geared,20,2,boss,180,200,1.000,0.000,0.000,0.963,6.2,0.00,0.037,1.000,1.600
trio-core,geared,20,2,boss,300,200,1.000,0.000,0.000,0.962,6.3,0.00,0.038,1.000,1.599
trio-core,geared,20,3,solo,180,200,1.000,0.000,0.000,0.995,0.3,0.00,0.005,1.000,1.617
trio-core,geared,20,3,solo,300,200,1.000,0.000,0.000,0.995,0.3,0.00,0.005,1.000,1.617
trio-core,geared,20,3,pack,180,200,1.000,0.000,0.000,0.918,6.1,0.00,0.082,1.000,1.575
trio-core,geared,20,3,pack,300,200,1.000,0.000,0.000,0.917,6.0,0.00,0.083,1.000,1.575
trio-core,geared,20,3,boss,180,200,1.000,0.000,0.000,0.975,13.7,0.00,0.025,1.000,1.607
trio-core,geared,20,3,boss,300,200,1.000,0.000,0.000,0.978,13.8,0.00,0.022,1.000,1.608
trio-core,geared,20,4,solo,180,200,1.000,0.000,0.000,0.942,3.4,0.00,0.058,1.000,1.589
trio-core,geared,20,4,solo,300,200,1.000,0.000,0.000,0.943,3.3,0.00,0.057,1.000,1.589
trio-core,geared,20,4,pack,180,200,1.000,0.000,0.000,1.000,15.6,0.00,0.000,1.000,1.620
trio-core,geared,20,4,pack,300,200,1.000,0.000,0.000,1.000,15.6,0.00,0.000,1.000,1.620
trio-core,geared,20,4,boss,180,200,1.000,0.000,0.000,0.869,52.4,0.35,0.131,1.000,1.549
trio-core,geared,20,4,boss,300,200,1.000,0.000,0.000,0.879,48.2,0.30,0.121,0.999,1.555
trio-core,geared,20,5,solo,180,200,1.000,0.000,0.000,0.934,8.6,0.00,0.066,1.000,1.585
trio-core,geared,20,5,solo,300,200,1.000,0.000,0.000,0.935,8.7,0.00,0.065,1.000,1.585
trio-core,geared,20,5,pack,180,200,0.235,0.010,0.755,0.973,32.3,2.29,0.771,0.686,0.377
trio-core,geared,20,5,pack,300,200,0.250,0.015,0.735,0.964,32.5,2.23,0.757,0.666,0.400
trio-core,geared,20,5,boss,180,200,0.105,0.010,0.885,0.677,69.6,2.73,0.925,0.962,0.152
trio-core,geared,20,5,boss,300,200,0.120,0.000,0.880,0.670,69.7,2.71,0.920,0.962,0.173
trio-core,geared,20,6,solo,180,200,1.000,0.000,0.000,0.903,24.2,0.00,0.097,1.000,1.567
trio-core,geared,20,6,solo,300,200,1.000,0.000,0.000,0.909,23.8,0.00,0.091,1.000,1.571
trio-core,geared,20,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.524,0.000
trio-core,geared,20,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.515,0.000
trio-core,geared,20,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.549,0.000
trio-core,geared,20,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.552,0.000
trio-core,geared,20,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.607,0.000
trio-core,geared,20,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.608,0.000
trio-core,geared,20,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.546,0.000
trio-core,geared,20,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.553,0.000
trio-core,geared,20,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.455,0.000
trio-core,geared,20,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.454,0.000
trio-core,geared,20,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.433,0.000
trio-core,geared,20,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.430,0.000
trio-core,geared,20,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.435,0.000
trio-core,geared,20,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.412,0.000
trio-core,geared,20,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.441,0.000
trio-core,geared,20,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.436,0.000
trio-core,geared,35,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,1,pack,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,1,pack,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,1,boss,180,200,1.000,0.000,0.000,0.995,2.1,0.00,0.005,1.000,1.707
trio-core,geared,35,1,boss,300,200,1.000,0.000,0.000,0.995,2.0,0.00,0.005,1.000,1.707
trio-core,geared,35,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,2,pack,180,200,1.000,0.000,0.000,0.994,1.3,0.00,0.006,1.000,1.706
trio-core,geared,35,2,pack,300,200,1.000,0.000,0.000,0.993,1.3,0.00,0.007,1.000,1.706
trio-core,geared,35,2,boss,180,200,1.000,0.000,0.000,0.982,3.7,0.00,0.018,1.000,1.700
trio-core,geared,35,2,boss,300,200,1.000,0.000,0.000,0.983,3.7,0.00,0.017,1.000,1.700
trio-core,geared,35,3,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,3,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-core,geared,35,3,pack,180,200,1.000,0.000,0.000,0.969,3.3,0.00,0.031,1.000,1.692
trio-core,geared,35,3,pack,300,200,1.000,0.000,0.000,0.968,3.3,0.00,0.032,1.000,1.692
trio-core,geared,35,3,boss,180,200,1.000,0.000,0.000,0.966,6.2,0.00,0.034,1.000,1.691
trio-core,geared,35,3,boss,300,200,1.000,0.000,0.000,0.966,6.1,0.00,0.034,1.000,1.691
trio-core,geared,35,4,solo,180,200,1.000,0.000,0.000,0.985,0.9,0.00,0.015,1.000,1.701
trio-core,geared,35,4,solo,300,200,1.000,0.000,0.000,0.986,0.8,0.00,0.014,1.000,1.702
trio-core,geared,35,4,pack,180,200,1.000,0.000,0.000,0.898,6.9,0.00,0.102,1.000,1.652
trio-core,geared,35,4,pack,300,200,1.000,0.000,0.000,0.902,6.8,0.00,0.098,1.000,1.654
trio-core,geared,35,4,boss,180,200,1.000,0.000,0.000,0.964,14.7,0.00,0.036,1.000,1.689
trio-core,geared,35,4,boss,300,200,1.000,0.000,0.000,0.963,14.9,0.00,0.037,1.000,1.689
trio-core,geared,35,5,solo,180,200,1.000,0.000,0.000,0.930,3.8,0.00,0.070,1.000,1.670
trio-core,geared,35,5,solo,300,200,1.000,0.000,0.000,0.931,3.8,0.00,0.069,1.000,1.671
trio-core,geared,35,5,pack,180,200,1.000,0.000,0.000,0.984,17.3,0.00,0.016,1.000,1.701
trio-core,geared,35,5,pack,300,200,1.000,0.000,0.000,0.986,17.1,0.00,0.014,1.000,1.702
trio-core,geared,35,5,boss,180,200,0.790,0.000,0.210,0.825,44.1,0.91,0.349,0.999,1.272
trio-core,geared,35,5,boss,300,200,0.820,0.000,0.180,0.777,44.6,0.93,0.363,0.999,1.298
trio-core,geared,35,6,solo,180,200,1.000,0.000,0.000,0.930,10.6,0.00,0.070,1.000,1.670
trio-core,geared,35,6,solo,300,200,1.000,0.000,0.000,0.928,10.5,0.00,0.072,1.000,1.669
trio-core,geared,35,6,pack,180,200,0.485,0.000,0.515,0.963,40.0,1.54,0.533,0.875,0.819
trio-core,geared,35,6,pack,300,200,0.530,0.000,0.470,0.971,39.7,1.41,0.486,0.885,0.897
trio-core,geared,35,6,boss,180,200,0.045,0.005,0.950,0.763,79.3,2.88,0.964,0.972,0.071
trio-core,geared,35,6,boss,300,200,0.045,0.000,0.955,0.698,73.2,2.89,0.969,0.965,0.069
trio-core,geared,35,7,solo,180,200,1.000,0.000,0.000,0.915,31.5,0.00,0.085,1.000,1.662
trio-core,geared,35,7,solo,300,200,1.000,0.000,0.000,0.930,31.4,0.00,0.070,1.000,1.670
trio-core,geared,35,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.589,0.000
trio-core,geared,35,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.599,0.000
trio-core,geared,35,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,0.565,0.000
trio-core,geared,35,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,0.574,0.000
